timestamp,label,confidence
2026-07-05 18:06:34,Organic,96.1
2026-07-06 00:49:40,Organic,96.1
2026-07-06 01:16:19,Organic,96.1
2026-07-06 01:16:20,Organic,96.1
2026-07-07 11:23:20,Organic,96.1
